Sigla da IES,Nome da IES,Código do Curso,Nome do Curso,Grau,Qt. Vagas Autorizadas,Carga Horária,Tipo de Periodicidade,Integralização,Código do Endereço,Nome do Campus,Endereço,Número Endereço,Complemento,Bairro,Código do Município,Município,UF
UFBA,UNIVERSIDADE FEDERAL DA BAHIA,117082,ENGENHARIA DA COMPUTAÇÃO,Bacharelado,45,4010,Semestral,,147106,UNIDADE - GARÇA,RUA PROF. ARISTIDES NOVIS,2,CAMPUS UNIVERSITARIO FEDERACAO/ONDINA,FEDERACAO,2927408,Salvador,BA
UEA,UNIVERSIDADE DO ESTADO DO AMAZONAS,1518665,PEDAGOGIA,Licenciatura,39,3455,Semestral,8,600293,Campus Quixadá,Rua Juvenal de Paula e Castro,s/n°,,Centro,1301654,Guajará,AM
UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,14510,FÍSICA,Licenciatura,80,2835,Semestral,,106230,CAMPUS UNIVERSITÁRIO DE MIRACEMA,Rua Dom Manoel de Medeiros,s/n,,Dois Irmãos,2611606,Recife,PE
UFOPA,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,1572269,ENGENHARIA MECÂNICA,Bacharelado,50,4410,Semestral,10,1048762,NÚCLEO PEDAGÓGICO DE MIRASSOL D'OESTE,Avenida Vera Paz,s/n,Unidade Tapajós,Salé,1506807,Santarém,PA
UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,38594,ENGENHARIA DE PRODUÇÃO,Bacharelado,60,3720,Semestral,,1039546,CESCN,Campus Universitário,s/n,UFJF,São Pedro,3136702,Juiz de Fora,MG
IFG,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Campus Avançado de Difusão Tecnológica em Acaraú,,,,,,,
UEPA,UNIVERSIDADE DO ESTADO DO PARÁ,82005,ENGENHARIA DE PRODUÇÃO,Bacharelado,80,5480,Semestral,,1763,CÂMPUS APARECIDA DE GOIÂNIA,Rua Mato Grosso,137,,Alto Paraná,1506138,Redenção,PA
UEMA,UNIVERSIDADE ESTADUAL DO MARANHÃO,1457193,GEOGRAFIA,Licenciatura,35,3285,Semestral,8,1096336,CAMPUS DE PARACATU,Rua Santo Antonio,S/N,,Centro,2111508,São Mateus do Maranhão,MA
UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,121608,FABRICAÇÃO MECÂNICA,Tecnológico,40,2895,Semestral,7,657977,Escola Superior de Agricultura Luiz de Queiroz - ESALQ,Cidade Universitária Prof. José Mariano da Rocha Filho,,,,,,
UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,1113371,PROGRAMA ESPECIAL DE GRADUAÇÃO DE FORMAÇÃO DE PROFESSORES PARA A EDUCAÇÃO PROFISSIONAL,Licenciatura,300,855,Semestral,3,657977,UNIDADES DISPERSAS / SALVADOR - Escola de Teatro,Cidade Universitária Prof. José Mariano da Rocha Filho,,,,,,
UNILAB,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,1270465,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,80,3570,Semestral,8,1060062,Campus de Joinville,Avenida Juvenal Eugênio de Queiroz,S/N,,Baixa Fria,2929206,São Francisco do Conde,BA
UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,13852,ADMINISTRAÇÃO,Bacharelado,60,3000,Semestral,8,657977,Núcleo de Ensino Superior de Borba,Cidade Universitária Prof. José Mariano da Rocha Filho,,,,,,
FATEC GR,Faculdade de Tecnologia de Guarulhos,1515571,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,80,2800,Semestral,,1051761,Instituto Superior de Educação do Rio de Janeiro,Rua João Gonçalves,511,,Centro,3518800,Guarulhos,SP
UEMA,UNIVERSIDADE ESTADUAL DO MARANHÃO,1145314,CIÊNCIAS - MATEMÁTICA,Licenciatura,50,3345,Semestral,4,152879,Campus IX/Angical,Avenida 1º de Maio,s/n,Unidade Codó,Sebastião,2103307,Codó,MA
IFSC,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,CAMPUS FÁTIMA,,,,,,,
UENF,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,17725,MEDICINA VETERINÁRIA,Bacharelado,40,4913,Semestral,10,600262,Faculdade de Tecnologia de Pindamonhangaba - FATEC,Avenida Alberto Lamego,2000,,Parque Califórnia,3301009,Campos dos Goytacazes,RJ
UFV,UNIVERSIDADE FEDERAL DE VIÇOSA,55452,ENGENHARIA AGRÍCOLA E AMBIENTAL,Bacharelado,40,4035,Semestral,10,1005394,Campus Pelotas - Unidades Dispersas,Av. P.H. Rolfs,s/n,Campus Universitário,Campus Universitário,3171303,Viçosa,MG
UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,107803,LETRAS - PORTUGUÊS E ITALIANO,Licenciatura,24,2925,Semestral,10,971,UNILA - RIO ALMADA,Av. Pasteur,250,PRAIA VERMELHA,Praia Vermelha,3304557,Rio de Janeiro,RJ
UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,14543,ENGENHARIA CIVIL,Bacharelado,88,4365,Semestral,10,1059070,Núcleo Pedagógico de Rio Branco,Rua Deputado Heitor Alencar Furtado,5000,CÂMPUS CURITIBA - Sede ECOVILLE,Ecoville,4106902,Curitiba,PR
USP,UNIVERSIDADE DE SÃO PAULO,27962,PSICOLOGIA - FORMAÇÃO DE PSICÓLOGO,Bacharelado,70,4440,Semestral,10,1075942,Campus Curitibanos,Avenida Professor Mello de Morais,1.721,Instituto de Psicologia - IP,Butantã,3550308,São Paulo,SP
UEFS,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,15406,ADMINISTRAÇÃO,Bacharelado,90,3420,Semestral,,32401,Unidade Belo Horizonte - Campus II,Av Transnordestina,S/N,Campus Universitárfio,Novo Horizonte,2910800,Feira de Santana,BA
CEFET/RJ,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,1304510,TURISMO,Bacharelado,80,2510,Semestral,,31442,Campus XVI - Irecê,Antigo Fórum - Rua do Imperador,971,Centro Histórico - Município de Petrópolis,centro,3303906,Petrópolis,RJ
IFMT,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Centro de Estudos Superiores de Bacabal,,,,,,,
UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,5000921,ENGENHARIA AMBIENTAL E SANITÁRIA,Bacharelado,50,3600,Semestral,10,1046098,Faculdade de Tecnologia da Zona Leste,Av. Pedro Anunciação,111,Campus Caçapava do Sul,Vila Batista,4302808,Caçapava do Sul,RS
UPE,UNIVERSIDADE DE PERNAMBUCO,8437,MEDICINA,Bacharelado,150,8508,Semestral,12,2036,CAMPUS  - UNIÃO - PIRAJÁ,RUA ARNOBIO MARQUES,310,,SANTO AMARO,2611606,Recife,PE
UFPA,UNIVERSIDADE FEDERAL DO PARÁ,1465574,CONSERVAÇÃO E RESTAURO,Bacharelado,30,3195,Semestral,,1100240,Unidade Educacional II/Alfenas,Rua Gaspar Viana,125,,Campina,1501402,Belém,PA
UFPA,UNIVERSIDADE FEDERAL DO PARÁ,1179151,AGRONOMIA,Bacharelado,45,4860,Semestral,,263,ELESBÃO VELOSO,Rua Padre Antônio Franco,2417,,Matinha,1502103,Cametá,PA
UNEB,UNIVERSIDADE DO ESTADO DA BAHIA,32586,PEDAGOGIA,Licenciatura,40,2870,Semestral,,24389,Núcleo Pedagógico de Marcelândia,Rua Álvaro Augusto,s/n,,Rodoviária,2930501,Serrinha,BA
UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,1113667,CIÊNCIAS ECONÔMICAS,Bacharelado,55,3145,Semestral,,1032256,Campus Caruaru,Rua Gomes Carneiro,1,,Centro,4314407,Pelotas,RS
IFSP,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,SANTANA DO ARAGUAIA,,,,,,,
UFCA,UNIVERSIDADE FEDERAL DO CARIRI,1127894,ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL,Bacharelado,50,3064,Semestral,,1066169,Núcleo de Ensino Superior de Apuí,Av. Tenente Raimundo Rocha,1639,,Cidade Universitária,2307304,Juazeiro do Norte,CE
UFPA,UNIVERSIDADE FEDERAL DO PARÁ,5001233,ETNODESENVOLVIMENTO,Licenciatura,45,3480,Semestral,8,259,EMEF JOSÉ MARIA RODRIGUES JUNIOR,Rua Coronel José Porfírio,2515,Campus Universitario de Altamira,São Sebastião,1500602,Altamira,PA
IF Catarinense,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Campus Universitário do Araguaia/Pontal do Araguaia,,,,,,,
UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,85825,ENGENHARIA ELETRÔNICA E DE COMPUTAÇÃO,Bacharelado,90,3810,Semestral,10,657978,Instituto de Artes - Campus Centro,Avenida Brigadeiro Trompowsky,s/n,Cidade Universitária,Ilha do Fundão,3304557,Rio de Janeiro,RJ
UEMA,UNIVERSIDADE ESTADUAL DO MARANHÃO,1299196,GEOGRAFIA,Bacharelado,40,3000,Semestral,,657971,CAPELA DO ALTO ALEGRE,Cidade Universitária,,,,,,
UNIFAP,UNIVERSIDADE FEDERAL DO AMAPÁ,82865,FORMAÇÃO DE PROFESSOR DE ARTES (EDUCAÇÃO ARTÍSTICA),Licenciatura,0,3600,Anual,,704677,Câmpus de Franca / Faculdade de Ciências Humanas e Sociais,Rua Joaquim Caetano da Silva,S/N,,Centro,1600501,Oiapoque,AP
UEA,UNIVERSIDADE DO ESTADO DO AMAZONAS,1517355,DANÇA,Licenciatura,40,3200,Semestral,,2048,Campus UFRJ - Macaé,Rua Valdemar Ventura,S/N,,São José,1302504,Manacapuru,AM
UNIR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,16007,PEDAGOGIA,Licenciatura,50,3200,Semestral,,1036747,CAMPUS DE SALINAS,Br- 425,,,,,,
UFG,UNIVERSIDADE FEDERAL DE GOIÁS,14099,ENGENHARIA CIVIL,Bacharelado,90,4004,Semestral,10,691971,Faculdade de Educação - FE,PRAÇA UNIVERSITÁRIA,S/N,,SETOR UNIVERSITÁRIO,5208707,Goiânia,GO
Fatec Barueri,Faculdade de Tecnologia de Barueri,1150942,COMÉRCIO EXTERIOR,Tecnológico,160,2800,Semestral,,1051767,Núcleo de Augusto Corrêa,Avenida Carlos Capriotti,123,(Centro Comercial Barueri),Centro,3505708,Barueri,SP
IF Goiano,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,PROF. BARROS ARAÚJO - PICOS,,,,,,,
UNIFESSPA,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,1264779,SAÚDE COLETIVA,Bacharelado,40,3214,Semestral,,1072603,Faculdade de Medicina - Campus Saúde,Avenida dos Ipês - Cidade Universitária,S/N,CAMPUS DE MARABÁ - UNIDADE III,Nova Marabá,1504208,Marabá,PA
UFAC,UNIVERSIDADE FEDERAL DO ACRE,50684,JORNALISMO,Bacharelado,50,3045,Semestral,,25090,Unidade de Sananduva,Campus Universitário,6637,BR 364,,,,
IFAM,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,CAMPUS CIÊNCIAS AGRÁRIAS,,,,,,,
UFAC,UNIVERSIDADE FEDERAL DO ACRE,106165,MATEMÁTICA,Licenciatura,40,3365,Semestral,10,1492,Câmpus Palmas,Escola Djalma Batista,s/nº,Escola,Centro,1200609,Tarauacá,AC
UENF,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,101984,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,25,4509,Semestral,10,600262,Núcleo de Aurora do Pará,Avenida Alberto Lamego,2000,,Parque Califórnia,3301009,Campos dos Goytacazes,RJ
FATEC,Faculdade de Tecnologia de Carapicuiba,1183685,JOGOS DIGITAIS,Tecnológico,80,2880,Semestral,,1053068,Fatec Estudante Rafael Almeida Camarinha - Marília,Avenida Francisco Pignatari,650,,Vila Gustavo Correia,3510609,Carapicuíba,SP
IFCE,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Campus Baixada Santista - Unidade Silva Jardim,,,,,,,
UNESP,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,3214,PEDAGOGIA,Licenciatura,80,3495,Anual,,737,Corrente EAD,Rua Roberto Simonsen,305,,Centro Educacional,3541406,Presidente Prudente,SP
UEMS,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,1117933,ENGENHARIA AMBIENTAL E SANITÁRIA,Bacharelado,50,4840,Anual,5,1045624,Núcleo de Ensino Superior da UEA em Boa Vista do Ramos,Cidade Universitária de Dourados,s/n,Rodovia Dourados Itahum,Cidade Universitária,5003702,Dourados,MS
UFMT,UNIVERSIDADE FEDERAL DE MATO GROSSO,1103711,QUÍMICA,Licenciatura,70,3620,Semestral,8,105340,Campus Universitário do Pólo Vale do Rio Madeira,Avenida Fernando Correa da Costa,2367,Cidade Universitária,Boa Esperança,5103403,Cuiabá,MT
IFAL,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Instituto de Química - IQ,,,,,,,
UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,27656,JORNALISMO,Bacharelado,60,3000,Semestral,,103266,Unidade de Encantado,Avenida Antonio Carlos,6627,,Pampulha,3106200,Belo Horizonte,MG
IFMT,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Campus do Valonguinho,,,,,,,
UERJ,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,5000356,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,120,3200,Semestral,,657964,Campus de Ariquemes,Rua São Francisco Xavier,524,CAMPUS UERJ,MARACANÃ,3304557,Rio de Janeiro,RJ
UNEB,UNIVERSIDADE DO ESTADO DA BAHIA,1516727,ENGENHARIA AGROINDUSTRIAL,Bacharelado,40,3765,Semestral,,5067,Campus de Presidente Médici,Av. Getúlio Vargas,769,,Centro,2913903,Ipiaú,BA
UEL,UNIVERSIDADE ESTADUAL DE LONDRINA,769,QUÍMICA,Bacharelado,40,3170,Anual,4,657675,Unidade São Mateus,Rodovia Celso Garcia Cid Pr 445 Km 380,,UEL - CAMPUS UNIVERSITÁRIO,Campus Universitário,4113700,Londrina,PR
UNIFAL-MG,UNIVERSIDADE FEDERAL DE ALFENAS,14608,ENFERMAGEM,Bacharelado,40,4155,Semestral,9,1044232,CAMPUS  - ITAPECURU MIRIM - CENTRO,Rua Gabriel Monteiro da Silva,700,,Centro,3101607,Alfenas,MG
UFMS,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,27423,ARTES VISUAIS,Bacharelado,30,2427,Semestral,8,638,CAMPUS HERÓIS DO JENIPAPO,Av. Costa e Silva,s/n,,Cidade Universitária,5002704,Campo Grande,MS
UFERSA,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,1105110,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,Bacharelado,300,2400,Semestral,6,1044262,CANSANÇÃO,Rua Gamaliel Martins Bezerra,587,,Alto da Alegria,2400802,Angicos,RN
UFOPA,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,1200689,FARMÁCIA,Bacharelado,40,4600,Semestral,,1048762,Unidades Dispersas - ESEF,Avenida Vera Paz,s/n,Unidade Tapajós,Salé,1506807,Santarém,PA
IFAM,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Campus Dom Pedrito,,,,,,,
IFRR,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,UNIVERSIDADE FEDERAL DE ALFENAS - CAMPUS POÇOS DE CALDAS,,,,,,,
UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,5001191,CIÊNCIAS EXATAS,Licenciatura,50,3450,Semestral,,1051205,CÂMPUS PORANGATU,Praça Getúlio Vargas,sn,,centro,2112506,Tutóia,MA
IFES,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,CIANORTE,,,,,,,
UFOPA,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,1397675,ENGENHARIA CIVIL,Bacharelado,40,4000,Semestral,10,1081705,Unidade Acadêmica de Urbano Santos,Rua 3a,SN,Lote 526,Liberdade,1503606,Itaituba,PA
UEPG,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,120848,ADMINISTRAÇÃO,Bacharelado,40,3260,Anual,,569,CÂMPUS TOLEDO,Praça Santos Andrade,1,,Centro,4119905,Ponta Grossa,PR
UFPB,UNIVERSIDADE FEDERAL DA PARAÍBA,98984,CIÊNCIA DA COMPUTAÇÃO,Licenciatura,100,3015,Semestral,9,6793,Mucugê,Centro de Ciências Aplicadas e Educação - Campus IV - Rua da Mangueira,s/n,,Centro,2512903,Rio Tinto,PB
UFPR,UNIVERSIDADE FEDERAL DO PARANÁ,20895,GESTÃO DA INFORMAÇÃO,Bacharelado,60,3200,Semestral,,1005378,FACULDADE DE MEDICINA,Rua Prefeito Lothário Meissner,632,,Jardim Botânico,4106902,Curitiba,PR
UEA,UNIVERSIDADE DO ESTADO DO AMAZONAS,1149272,MATEMÁTICA,Licenciatura,52,3170,Semestral,,2223,CAMPUS DE FOZ DO IGUAÇU,Av. Francisco Pereira de Souza,s/nº,,Centro,1301605,Fonte Boa,AM
UEA,UNIVERSIDADE DO ESTADO DO AMAZONAS,1364742,GESTÃO COMERCIAL,Tecnológico,42,1600,Semestral,,700135,Campus de Videira,Rua 27 de Julho,247,E.E.A.Mendes,São José,1301506,Envira,AM
UFSB,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,1516531,ENGENHARIA DE TRANSPORTES E LOGíSTICA,Bacharelado,40,4760,Quadrimestral,,1066440,Escola de Arquitetura,Rodovia Ilhéus-Vitória da Conquista,,,,,,
UFBA,UNIVERSIDADE FEDERAL DA BAHIA,34411,COMPOSIÇÃO E REGÊNCIA,Bacharelado,10,3517,Semestral,10,1047103,Núcleo de Rondon do Pará,RUA BASILIO DA GAMA,S/N,CAMPUS UNIVERSITARIO CANELA,CANELA,2927408,Salvador,BA
UNICENTRO,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,1313482,CIÊNCIAS ECONÔMICAS,Bacharelado,40,3186,Anual,,2765,Campus São Paulo - Rua Botucatu,Rua Oswald Aranha,251,,Centro,4119608,Pitanga,PR
UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,14535,ENGENHARIA MECÂNICA,Bacharelado,176,4545,Semestral,10,1059070,FRONTEIRAS,Rua Deputado Heitor Alencar Furtado,5000,CÂMPUS CURITIBA - Sede ECOVILLE,Ecoville,4106902,Curitiba,PR
UERGS,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,66955,DESENVOLVIMENTO RURAL E GESTÃO AGROINDUSTRIAL,Bacharelado,80,2730,Anual,,699336,Instituto de Ciências Biomédicas - ICB,Av. Trancredo Neves,210,,Piraí,4318002,São Borja,RS
UNEAL,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,1591629,LICENCIATURA INTERCULTURAL INDÍGENA,Licenciatura,44,3200,Semestral,8,24560,Centro Integrado de Educação Superior - CIES Amarante,Rodovia AL 115 Km 3,s/n,Rua Graciliano Ramos,Rodovia AL 115,2706307,Palmeira dos Índios,AL
UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,1106562,ENGENHARIA DE BIOSSISTEMAS,Bacharelado,50,3720,Semestral,10,1046793,SAO JOAO DOS PATOS,Rua Luiz Grande,S/N,,Frei Damião,2516300,Sumé,PB
UEMG,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,69949,NORMAL  SUPERIOR,Licenciatura,50,3200,Semestral,,1041018,Campus I - Unidade Santa Rita,Rua Padre Natuzzi,53,Casa 09,Centro,3110905,Campanha,MG
UFF,UNIVERSIDADE FEDERAL FLUMINENSE,1160469,POLÍTICAS PÚBLICAS,Bacharelado,60,2400,Semestral,,1056633,CAMPUS  - PARANAGUÁ - CENTRO,Avenida do Trabalhador,179,Bairro Jacuecanga,Verolme,3300100,Angra dos Reis,RJ
IFPR,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Campus Crato,,,,,,,
UNEB,UNIVERSIDADE DO ESTADO DA BAHIA,1264428,INTERCULTURAL INDíGENA,Licenciatura,54,3205,Semestral,4,1051280,Centro de Ensino Aparicio Bandeira,Avenida Kaikan,S/N,,Kaikan,2931350,Teixeira de Freitas,BA
UEMG,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,64078,MODA E DESIGN,Bacharelado,50,2400,Semestral,,697369,Turiaçu Complexo Educacional Ieda Viana Ribeiro,Avenida Juca Stockler,914,,Belo Horizonte,3147907,Passos,MG
UNEAL,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,112328,LETRAS,Licenciatura,50,3200,Semestral,,24561,Centro de Ciências Agrárias,Praça Nossa Senhora dos Prazeres,s/n,Campus IV - São Miguel dos Campos,Bairro Dona Fátima,2708600,São Miguel dos Campos,AL
UNEAL,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,1214155,PEDAGOGIA,Licenciatura,80,3310,Semestral,7,1062391,CEAVI Centro de Educação Superior do Alto Vale do Itajaí,Rua Maria Jeane Moreira Sampaio,S/N,,Centro,2709152,Teotônio Vilela,AL
UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,313436,CIÊNCIAS SOCIAIS,Bacharelado,30,2610,Semestral,8,1005290,CAMPUS  - RIO DE JANEIRO - CAMPO GRANDE,Universidade Federal de Campina Grande,882,Rua Aprígio Veloso,Universitário,2504009,Campina Grande,PB
UEA,UNIVERSIDADE DO ESTADO DO AMAZONAS,1364753,GESTÃO COMERCIAL,Tecnológico,42,1600,Semestral,,2236,ESCOLA POLITÉCNICA,R. Mário Andreaza,S/N,E.E.Irmã Bruna,São Francisco,1302306,Jutaí,AM
FATEC TATUÍ,FACULDADE DE TECNOLOGIA DE TATUÍ - PROF. WILSON ROBERTO RIBEIRO DE CAMARGO,1151056,AUTOMAÇÃO INDUSTRIAL,Tecnológico,40,2880,Semestral,,1051845,CAMPUS CENTRO,ROD. MARIO BATISTA MORI,971,,JD AEROPORTO,3554003,Tatuí,SP
UEM,UNIVERSIDADE ESTADUAL DE MARINGÁ,303410,EDUCAÇÃO FÍSICA,Bacharelado,60,3642,Anual,5,657707,Campus de Dracena - Faculdade de Ciências Agrárias e Tecnológicas,Avenida Colombo,5790,Campus Universitário,Zona 7,4115200,Maringá,PR
UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,12976,TERAPIA OCUPACIONAL,Bacharelado,66,3210,Semestral,,103266,Campus de Currais Novos,Avenida Antonio Carlos,6627,,Pampulha,3106200,Belo Horizonte,MG
UVA,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ,85218,GESTÃO DE NEGÓCIOS EM HOTELARIA E TURISMO,Sequencial,630,1620,Semestral,,700939,Campus de Macaiba,AV. DOM LUIS,300,13º ANDAR,MEIRELES,2304400,Fortaleza,CE
FATEC Jacareí,Faculdade de Tecnologia de Jacareí,1214789,MEIO AMBIENTE E RECURSOS HÍDRICOS,Tecnológico,80,2800,Semestral,,1060979,CÂMPUS SÃO LUIS DE MONTES BELOS,Avenida Faria Lima,155,,Jardim Santa Maria,3524402,Jacareí,SP
FMP,FACULDADE MUNICIPAL DE PALHOÇA,1540655,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,80,2044,Semestral,,1048647,Faculdade de Engenharia Agrícola - FEAGRI/UNICAMP,Rua João Pereira dos Santos,305,,Ponte do Imaruim,4211900,Palhoça,SC
UFMS,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,1128362,GEOGRAFIA,Bacharelado,50,2635,Semestral,,638,Campus Avançado de Prudentópolis,Av. Costa e Silva,s/n,,Cidade Universitária,5002704,Campo Grande,MS
UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,318399,GEOGRAFIA,Bacharelado,30,4140,Semestral,,692691,Unidade Escolar Terezinha Rocha,Rua João Pandiá Calógeras,51,,Cidade Universitária,3509502,Campinas,SP
UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,14351,ENGENHARIA CIVIL,Bacharelado,140,3930,Semestral,10,657978,Polo de Ensino Superior de Carutapera,Avenida Brigadeiro Trompowsky,s/n,Cidade Universitária,Ilha do Fundão,3304557,Rio de Janeiro,RJ
UFES,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,116862,QUÍMICA,Licenciatura,70,3020,Semestral,,3927,CAMPUS ANANINDEUA UFPA,Centro de Ciências Agrárias,,,,,,
IF SUL DE MINAS,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,OBSERVATÓRIO DO VALONGO,,,,,,,
UFMS,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,15864,GEOGRAFIA,Licenciatura,40,3069,Semestral,,1002269,CAMPUS FEDERAÇÃO/ONDINA - Escola de Dança,AVENIDA RIO BRANCO,1270,,Universitário,5003207,Corumbá,MS
UNIMONTES,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,123188,QUÍMICA,Licenciatura,35,2904,Semestral,8,36348,SANTOS ANDRADE,Rua Professora Augusta Ribeiro Drumond,441,CAMPUS DE BOCAIUVA,Alterosa,3107307,Bocaiúva,MG
USP,UNIVERSIDADE DE SÃO PAULO,1404428,MÚSICA COM HABILITAÇÃO EM INSTRUMENTO DE SOPRO - ÊNFASE EM CLARINETE,Bacharelado,1,5085,Semestral,,1075934,Campus Prof. Barros Araújo,Avenida Professor Lúcio Martins Rodrigues,443,Escola de Comunicações e Artes - Cidade Universitária,Butantã,3550308,São Paulo,SP
UEM,UNIVERSIDADE ESTADUAL DE MARINGÁ,3405,FÍSICA,Licenciatura,60,4082,Anual,,657707,Unidade de Frutal/UEMG,Avenida Colombo,5790,Campus Universitário,Zona 7,4115200,Maringá,PR
UFCAT,UNIVERSIDADE FEDERAL DE CATALÃO,14125,EDUCAÇÃO FÍSICA,Licenciatura,45,3416,Semestral,,1112697,Campus XIX - Camaçarí,Avenida Doutor Lamartine Pinto de Avelar,1120,,Loteamento Vila Chaud,5205109,Catalão,GO
IFRN,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,PROLIND - PALMEIRA DOS ÍNDIOS,,,,,,,
UFT,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,110746,ENGENHARIA FLORESTAL,Bacharelado,80,3960,Semestral,10,1006598,Piracuruca UAB,Rua Badejós,Lote 7,Chacará 69/72,Setor Sevilha - Zona Rural,1709500,Gurupi,TO
UFT,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,1100882,GESTÃO DE TURISMO,Tecnológico,60,1950,Semestral,,1075943,PÓLO SANTANA DO IPANEMA,Avenida Paraguai,s/n,Esquina com a Rua Uxiramas,Bairro da Cimba,1702109,Araguaína,TO
UNESP,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,1150789,CIÊNCIAS BIOLÓGICAS,Licenciatura,65,4110,Anual,4,738,Campus 296,Avenida 24-A,1515,Caixa Postal 199,Bela Vista,3543907,Rio Claro,SP
FAIBI,FACULDADE DE FILOSOFIA,,,,,,,,,Pacaraima,,,,,,,
IFMT,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,CAMPUS DE UNAÍ,,,,,,,
